"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT000002","hsa","hsa","hsa-miR-20a-5p","HIF1A","1","1","1","0","1","0","1","0","5","4"
"MIRT000178","hsa","hsa","hsa-miR-20a-5p","TCEAL1","1","1","1","1","0","0","1","0","5","2"
"MIRT000179","hsa","hsa","hsa-miR-20a-5p","CCND1","1","1","1","0","1","0","1","1","6","16"
"MIRT000180","hsa","hsa","hsa-miR-20a-5p","E2F1","1","1","1","1","1","0","1","0","6","7"
"MIRT000181","hsa","hsa","hsa-miR-20a-5p","BMPR2","1","1","1","0","1","0","1","0","5","2"
"MIRT000597","hsa","hsa","hsa-miR-20a-5p","CDKN1A","1","1","1","0","1","0","1","0","5","5"
"MIRT001785","hsa","hsa","hsa-miR-20a-5p","TGFBR2","1","1","1","1","1","0","1","1","7","12"
"MIRT003010","hsa","hsa","hsa-miR-20a-5p","MAP3K12","1","0","0","0","0","0","1","0","2","1"
"MIRT003011","hsa","hsa","hsa-miR-20a-5p","BCL2","1","0","0","0","0","0","1","0","2","1"
"MIRT003012","hsa","hsa","hsa-miR-20a-5p","MEF2D","1","0","0","0","0","0","1","0","2","1"
"MIRT003369","hsa","hsa","hsa-miR-20a-5p","PTEN","1","1","1","1","1","0","1","0","6","3"
"MIRT003382","hsa","hsa","hsa-miR-20a-5p","APP","1","1","1","0","0","0","1","0","4","2"
"MIRT003742","hsa","hsa","hsa-miR-20a-5p","RUNX1","1","1","1","0","0","0","1","0","4","1"
"MIRT003903","hsa","hsa","hsa-miR-20a-5p","NRAS","0","1","0","0","0","0","1","0","2","1"
"MIRT004450","hsa","hsa","hsa-miR-20a-5p","VEGFA","1","0","0","0","0","0","1","0","2","1"
"MIRT004570","hsa","hsa","hsa-miR-20a-5p","BCL2L11","0","0","0","0","1","0","1","1","3","10"
"MIRT004711","hsa","hsa","hsa-miR-20a-5p","MUC17","0","0","1","1","0","0","1","0","3","1"
"MIRT005289","hsa","hsa","hsa-miR-20a-5p","MYC","0","1","1","0","0","0","1","0","3","2"
"MIRT005481","hsa","hsa","hsa-miR-20a-5p","BNIP2","0","1","1","0","1","0","1","1","5","9"
"MIRT005627","hsa","hsa","hsa-miR-20a-5p","THBS1","0","0","1","1","0","0","1","0","3","1"
"MIRT005631","hsa","hsa","hsa-miR-20a-5p","SMAD4","0","0","0","1","1","0","1","1","4","7"
"MIRT005854","hsa","hsa","hsa-miR-20a-5p","CCND2","1","0","0","0","0","0","0","0","1","1"
"MIRT005855","hsa","hsa","hsa-miR-20a-5p","E2F3","1","0","0","0","1","0","0","0","2","2"
"MIRT005856","hsa","hsa","hsa-miR-20a-5p","MAPK9","1","0","0","0","0","0","0","0","1","1"
"MIRT005857","hsa","hsa","hsa-miR-20a-5p","RB1","1","0","0","0","1","0","0","1","3","3"
"MIRT005858","hsa","hsa","hsa-miR-20a-5p","RBL1","1","0","0","0","0","0","0","0","1","1"
"MIRT005859","hsa","hsa","hsa-miR-20a-5p","RBL2","1","0","0","0","1","0","0","0","2","2"
"MIRT005860","hsa","hsa","hsa-miR-20a-5p","WEE1","1","0","0","0","1","0","0","1","3","4"
"MIRT006178","hsa","hsa","hsa-miR-20a-5p","IRF2","1","1","1","1","0","0","0","0","4","1"
