"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT038662","hsa","hsa","hsa-miR-221-5p","SGSM1","0","0","0","0","1","0","0","0","1","1"
"MIRT038663","hsa","hsa","hsa-miR-221-5p","RPL15","0","0","0","0","1","0","0","0","1","1"
"MIRT038664","hsa","hsa","hsa-miR-221-5p","GATAD2B","0","0","0","0","1","0","0","0","1","1"
"MIRT080089","hsa","hsa","hsa-miR-221-5p","C18ORF25","0","0","0","0","1","0","0","1","2","6"
"MIRT182476","hsa","hsa","hsa-miR-221-5p","PRRC2C","0","0","0","0","1","0","0","1","2","2"
"MIRT204531","hsa","hsa","hsa-miR-221-5p","SLC39A10","0","0","0","0","1","0","0","1","2","4"
"MIRT296168","hsa","hsa","hsa-miR-221-5p","PRNP","0","0","0","0","1","0","0","1","2","4"
"MIRT301970","hsa","hsa","hsa-miR-221-5p","NUP50","0","0","0","0","1","0","0","1","2","4"
"MIRT317620","hsa","hsa","hsa-miR-221-5p","NUDT3","0","0","0","0","1","0","0","1","2","2"
"MIRT331627","hsa","hsa","hsa-miR-221-5p","AASDHPPT","0","0","0","0","1","0","0","1","2","2"
"MIRT332728","hsa","hsa","hsa-miR-221-5p","QSER1","0","0","0","0","1","0","0","1","2","2"
"MIRT437392","hsa","hsa","hsa-miR-221-5p","MBD2","1","1","1","1","1","0","0","0","5","1"
"MIRT456193","hsa","hsa","hsa-miR-221-5p","ZDHHC6","0","0","0","0","1","0","0","1","2","2"
"MIRT459472","hsa","hsa","hsa-miR-221-5p","MUC17","0","0","0","0","1","0","0","1","2","4"
"MIRT468732","hsa","hsa","hsa-miR-221-5p","SDC4","0","0","0","0","1","0","0","1","2","2"
"MIRT482750","hsa","hsa","hsa-miR-221-5p","HES7","0","0","0","0","1","0","0","1","2","10"
"MIRT488317","hsa","hsa","hsa-miR-221-5p","LDOC1","0","0","0","0","1","0","0","1","2","2"
"MIRT505123","hsa","hsa","hsa-miR-221-5p","YOD1","0","0","0","0","1","0","0","1","2","6"
"MIRT512113","hsa","hsa","hsa-miR-221-5p","CREBZF","0","0","0","0","1","0","0","1","2","2"
"MIRT512197","hsa","hsa","hsa-miR-221-5p","C1orf43","0","0","0","0","1","0","0","1","2","2"
"MIRT514281","hsa","hsa","hsa-miR-221-5p","ZNF345","0","0","0","0","1","0","0","1","2","2"
"MIRT514354","hsa","hsa","hsa-miR-221-5p","DNAH17","0","0","0","0","1","0","0","1","2","4"
"MIRT516567","hsa","hsa","hsa-miR-221-5p","PARP1","0","0","0","0","1","0","0","1","2","4"
"MIRT518118","hsa","hsa","hsa-miR-221-5p","RNMTL1","0","0","0","0","1","0","0","1","2","2"
"MIRT521209","hsa","hsa","hsa-miR-221-5p","SBNO1","0","0","0","0","1","0","0","1","2","2"
"MIRT521234","hsa","hsa","hsa-miR-221-5p","SAR1A","0","0","0","0","1","0","0","1","2","2"
"MIRT521294","hsa","hsa","hsa-miR-221-5p","RRAGD","0","0","0","0","1","0","0","1","2","4"
"MIRT523357","hsa","hsa","hsa-miR-221-5p","GTF3C6","0","0","0","0","1","0","0","1","2","2"
"MIRT525596","hsa","hsa","hsa-miR-221-5p","ANKRD49","0","0","0","0","1","0","0","1","2","2"
"MIRT525951","hsa","hsa","hsa-miR-221-5p","SLC8A3","0","0","0","0","1","0","0","1","2","2"
"MIRT526688","hsa","hsa","hsa-miR-221-5p","BAK1","0","0","0","0","1","0","0","1","2","2"
"MIRT528524","hsa","hsa","hsa-miR-221-5p","SLC1A7","0","0","0","0","1","0","0","1","2","2"
"MIRT530219","hsa","hsa","hsa-miR-221-5p","UGDH","0","0","0","0","1","0","0","1","2","2"
"MIRT536812","hsa","hsa","hsa-miR-221-5p","HNRNPA1","0","0","0","0","1","0","0","1","2","2"
"MIRT537626","hsa","hsa","hsa-miR-221-5p","ERI1","0","0","0","0","1","0","0","1","2","2"
"MIRT538982","hsa","hsa","hsa-miR-221-5p","BCL2L2","0","0","0","0","1","0","0","1","2","2"
"MIRT541154","hsa","hsa","hsa-miR-221-5p","PABPC1","0","0","0","0","1","0","0","1","2","4"
"MIRT549612","hsa","hsa","hsa-miR-221-5p","TMEM101","0","0","0","0","1","0","0","1","2","2"
"MIRT562105","hsa","hsa","hsa-miR-221-5p","ITGB1","0","0","0","0","1","0","0","1","2","2"
"MIRT563924","hsa","hsa","hsa-miR-221-5p","STAT2","0","0","0","0","1","0","0","1","2","2"
"MIRT564326","hsa","hsa","hsa-miR-221-5p","CCNT1","0","0","0","0","1","0","0","1","2","2"
"MIRT568151","hsa","hsa","hsa-miR-221-5p","CCDC71L","0","0","0","0","1","0","0","1","2","4"
"MIRT569882","hsa","hsa","hsa-miR-221-5p","EFEMP2","0","0","0","0","1","0","0","1","2","2"
"MIRT570806","hsa","hsa","hsa-miR-221-5p","CKAP2L","0","0","0","0","1","0","0","1","2","2"
"MIRT571002","hsa","hsa","hsa-miR-221-5p","REPS1","0","0","0","0","1","0","0","1","2","2"
"MIRT572914","hsa","hsa","hsa-miR-221-5p","MTMR3","0","0","0","0","1","0","0","1","2","2"
"MIRT573186","hsa","hsa","hsa-miR-221-5p","P2RX3","0","0","0","0","1","0","0","1","2","2"
"MIRT575941","mmu","mmu","hsa-miR-221-5p","Unc5b","0","0","0","0","1","0","0","1","2","3"
"MIRT610348","hsa","hsa","hsa-miR-221-5p","AGTRAP","0","0","0","0","1","0","0","1","2","2"
"MIRT616625","hsa","hsa","hsa-miR-221-5p","KCNJ11","0","0","0","0","1","0","0","1","2","4"
"MIRT617725","hsa","hsa","hsa-miR-221-5p","TRAPPC2","0","0","0","0","1","0","0","1","2","4"
"MIRT617985","hsa","hsa","hsa-miR-221-5p","ZNF234","0","0","0","0","1","0","0","1","2","4"
"MIRT618437","hsa","hsa","hsa-miR-221-5p","MYLK3","0","0","0","0","1","0","0","1","2","4"
"MIRT619675","hsa","hsa","hsa-miR-221-5p","CYP1A2","0","0","0","0","1","0","0","1","2","2"
"MIRT620538","hsa","hsa","hsa-miR-221-5p","AVPR1A","0","0","0","0","1","0","0","1","2","2"
"MIRT620927","hsa","hsa","hsa-miR-221-5p","LRRTM2","0","0","0","0","1","0","0","1","2","2"
"MIRT621283","hsa","hsa","hsa-miR-221-5p","PIWIL1","0","0","0","0","1","0","0","1","2","2"
"MIRT621306","hsa","hsa","hsa-miR-221-5p","YIPF4","0","0","0","0","1","0","0","1","2","2"
"MIRT625062","hsa","hsa","hsa-miR-221-5p","ZNF556","0","0","0","0","1","0","0","1","2","2"
"MIRT627227","hsa","hsa","hsa-miR-221-5p","ZBTB8B","0","0","0","0","1","0","0","1","2","2"
"MIRT633691","hsa","hsa","hsa-miR-221-5p","UNC5B","0","0","0","0","1","0","0","1","2","3"
"MIRT636609","hsa","hsa","hsa-miR-221-5p","CLIC5","0","0","0","0","1","0","0","1","2","2"
"MIRT640238","hsa","hsa","hsa-miR-221-5p","TOMM40","0","0","0","0","1","0","0","1","2","2"
"MIRT640310","hsa","hsa","hsa-miR-221-5p","PRR13","0","0","0","0","1","0","0","1","2","2"
"MIRT641131","hsa","hsa","hsa-miR-221-5p","NPHP3","0","0","0","0","1","0","0","1","2","2"
"MIRT642917","hsa","hsa","hsa-miR-221-5p","KIAA0754","0","0","0","0","1","0","0","1","2","2"
"MIRT645194","hsa","hsa","hsa-miR-221-5p","POLR3F","0","0","0","0","1","0","0","1","2","2"
"MIRT647966","hsa","hsa","hsa-miR-221-5p","FBXO31","0","0","0","0","1","0","0","1","2","2"
"MIRT650521","hsa","hsa","hsa-miR-221-5p","UFM1","0","0","0","0","1","0","0","1","2","2"
"MIRT651344","hsa","hsa","hsa-miR-221-5p","ZC2HC1C","0","0","0","0","1","0","0","1","2","2"
"MIRT654648","hsa","hsa","hsa-miR-221-5p","PTAFR","0","0","0","0","1","0","0","1","2","2"
"MIRT658568","hsa","hsa","hsa-miR-221-5p","ERCC6L","0","0","0","0","1","0","0","1","2","2"
"MIRT663662","hsa","hsa","hsa-miR-221-5p","ZNF486","0","0","0","0","1","0","0","1","2","4"
"MIRT664042","hsa","hsa","hsa-miR-221-5p","RPL27A","0","0","0","0","1","0","0","1","2","2"
"MIRT664099","hsa","hsa","hsa-miR-221-5p","ZDHHC24","0","0","0","0","1","0","0","1","2","2"
"MIRT664999","hsa","hsa","hsa-miR-221-5p","F2RL3","0","0","0","0","1","0","0","1","2","2"
"MIRT665539","hsa","hsa","hsa-miR-221-5p","UROS","0","0","0","0","1","0","0","1","2","2"
"MIRT668244","hsa","hsa","hsa-miR-221-5p","FZD2","0","0","0","0","1","0","0","1","2","2"
"MIRT678404","hsa","hsa","hsa-miR-221-5p","MYPN","0","0","0","0","1","0","0","1","2","2"
"MIRT683573","hsa","hsa","hsa-miR-221-5p","CARD8","0","0","0","0","1","0","0","1","2","2"
"MIRT684894","hsa","hsa","hsa-miR-221-5p","ZSCAN22","0","0","0","0","1","0","0","1","2","2"
"MIRT685155","hsa","hsa","hsa-miR-221-5p","DTWD2","0","0","0","0","1","0","0","1","2","2"
"MIRT686417","hsa","hsa","hsa-miR-221-5p","TVP23C","0","0","0","0","1","0","0","1","2","2"
"MIRT686613","hsa","hsa","hsa-miR-221-5p","TMEM70","0","0","0","0","1","0","0","1","2","2"
"MIRT687023","hsa","hsa","hsa-miR-221-5p","RNF24","0","0","0","0","1","0","0","1","2","2"
"MIRT688372","hsa","hsa","hsa-miR-221-5p","ENPP1","0","0","0","0","1","0","0","1","2","2"
"MIRT690377","hsa","hsa","hsa-miR-221-5p","ZSWIM7","0","0","0","0","1","0","0","1","2","2"
"MIRT692980","hsa","hsa","hsa-miR-221-5p","LGSN","0","0","0","0","1","0","0","1","2","2"
"MIRT693987","hsa","hsa","hsa-miR-221-5p","ZNF70","0","0","0","0","1","0","0","1","2","2"
"MIRT694239","hsa","hsa","hsa-miR-221-5p","ZNF749","0","0","0","0","1","0","0","1","2","2"
"MIRT694471","hsa","hsa","hsa-miR-221-5p","LRTOMT","0","0","0","0","1","0","0","1","2","2"
"MIRT696006","hsa","hsa","hsa-miR-221-5p","DNAJC10","0","0","0","0","1","0","0","1","2","2"
"MIRT696045","hsa","hsa","hsa-miR-221-5p","KCNK6","0","0","0","0","1","0","0","1","2","2"
"MIRT699873","hsa","hsa","hsa-miR-221-5p","SAMD8","0","0","0","0","1","0","0","1","2","2"
"MIRT700836","hsa","hsa","hsa-miR-221-5p","PGM2L1","0","0","0","0","1","0","0","1","2","2"
"MIRT702201","hsa","hsa","hsa-miR-221-5p","LPP","0","0","0","0","1","0","0","1","2","2"
"MIRT702579","hsa","hsa","hsa-miR-221-5p","JARID2","0","0","0","0","1","0","0","1","2","2"
"MIRT703049","hsa","hsa","hsa-miR-221-5p","HAS2","0","0","0","0","1","0","0","1","2","2"
"MIRT703507","hsa","hsa","hsa-miR-221-5p","FNBP1","0","0","0","0","1","0","0","1","2","2"
"MIRT703630","hsa","hsa","hsa-miR-221-5p","FBXL3","0","0","0","0","1","0","0","1","2","2"
"MIRT704924","hsa","hsa","hsa-miR-221-5p","CCDC36","0","0","0","0","1","0","0","1","2","2"
"MIRT705772","hsa","hsa","hsa-miR-221-5p","ALG14","0","0","0","0","1","0","0","1","2","2"
"MIRT708575","hsa","hsa","hsa-miR-221-5p","C11orf54","0","0","0","0","1","0","0","1","2","2"
"MIRT708980","hsa","hsa","hsa-miR-221-5p","CABP4","0","0","0","0","1","0","0","1","2","2"
"MIRT709934","hsa","hsa","hsa-miR-221-5p","MRPS16","0","0","0","0","1","0","0","1","2","2"
"MIRT712595","hsa","hsa","hsa-miR-221-5p","ADCYAP1","0","0","0","0","1","0","0","1","2","2"
"MIRT712976","hsa","hsa","hsa-miR-221-5p","KANSL3","0","0","0","0","1","0","0","1","2","2"
"MIRT713185","hsa","hsa","hsa-miR-221-5p","ERO1L","0","0","0","0","1","0","0","0","1","1"
"MIRT714886","hsa","hsa","hsa-miR-221-5p","RAD18","0","0","0","0","1","0","0","1","2","2"
"MIRT715328","hsa","hsa","hsa-miR-221-5p","HAUS5","0","0","0","0","1","0","0","1","2","2"
"MIRT720130","hsa","hsa","hsa-miR-221-5p","RIMKLA","0","0","0","0","1","0","0","1","2","2"
"MIRT721700","hsa","hsa","hsa-miR-221-5p","TFAP2B","0","0","0","0","1","0","0","1","2","2"
"MIRT722665","hsa","hsa","hsa-miR-221-5p","VKORC1L1","0","0","0","0","1","0","0","1","2","2"
"MIRT722738","hsa","hsa","hsa-miR-221-5p","BRMS1","0","0","0","0","1","0","0","1","2","2"
"MIRT723445","hsa","hsa","hsa-miR-221-5p","NDUFAF3","0","0","0","0","1","0","0","1","2","2"
"MIRT732213","hsa","hsa","hsa-miR-221-5p","IL6R","1","1","1","0","0","0","0","0","3","1"
"MIRT734017","hsa","hsa","hsa-miR-221-5p","SLC25A15","1","0","1","0","0","0","0","0","2","0"
"MIRT735074","hsa","hsa","hsa-miR-221-5p","IL1B","1","0","1","0","0","0","0","0","2","0"
"MIRT735829","hsa","hsa","hsa-miR-221-5p","GREM1","1","0","1","0","0","0","0","0","2","0"
"MIRT736311","hsa","hsa","hsa-miR-221-5p","RDH10","0","0","0","0","1","0","0","0","1","0"
"MIRT740569","hsa","hsa","hsa-miR-221-5p","ERO1A","0","0","0","0","0","0","0","1","1","1"
