"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT000256","hsa","hsa","hsa-miR-17-5p","ZNFX1","1","0","0","0","1","0","1","1","4","7"
"MIRT000257","hsa","hsa","hsa-miR-17-5p","CCL1","1","0","0","0","1","0","1","0","3","2"
"MIRT000258","hsa","hsa","hsa-miR-17-5p","GPR137B","1","0","0","0","1","0","1","1","4","5"
"MIRT000259","hsa","hsa","hsa-miR-17-5p","NABP1","1","0","0","0","1","0","1","1","4","8"
"MIRT000261","hsa","hsa","hsa-miR-17-5p","NPAT","1","0","0","0","1","0","1","1","4","4"
"MIRT000263","hsa","hsa","hsa-miR-17-5p","YES1","1","1","1","0","0","0","1","0","4","2"
"MIRT000482","hsa","hsa","hsa-miR-17-5p","JAK1","1","1","1","1","1","0","1","0","6","3"
"MIRT000499","hsa","hsa","hsa-miR-17-5p","PTEN","1","1","1","0","1","0","1","0","5","12"
"MIRT000600","hsa","hsa","hsa-miR-17-5p","CDKN1A","1","1","1","0","1","0","1","0","5","10"
"MIRT000977","hsa","hsa","hsa-miR-17-5p","PTPRO","1","1","0","0","0","0","1","0","3","2"
"MIRT001158","hsa","hsa","hsa-miR-17-5p","PKD2","1","1","1","0","0","0","1","0","4","1"
"MIRT001206","hsa","hsa","hsa-miR-17-5p","BCL2L11","1","1","1","0","1","0","1","1","6","17"
"MIRT002935","hsa","hsa","hsa-miR-17-5p","E2F1","1","1","1","0","1","0","1","0","5","7"
"MIRT003013","hsa","hsa","hsa-miR-17-5p","MAP3K12","1","0","0","0","0","0","1","0","2","3"
"MIRT003014","hsa","hsa","hsa-miR-17-5p","BCL2","1","1","1","0","0","0","1","0","4","4"
"MIRT003015","hsa","hsa","hsa-miR-17-5p","MEF2D","1","0","0","0","0","0","1","0","2","3"
"MIRT003741","hsa","hsa","hsa-miR-17-5p","RUNX1","1","1","1","0","0","0","1","0","4","1"
"MIRT003898","hsa","hsa","hsa-miR-17-5p","APP","1","1","0","0","1","0","1","0","4","3"
"MIRT004271","hsa","hsa","hsa-miR-17-5p","VEGFA","1","0","1","0","0","0","1","0","3","3"
"MIRT004359","hsa","hsa","hsa-miR-17-5p","MAPK9","1","1","1","0","0","0","1","0","4","5"
"MIRT004525","hsa","hsa","hsa-miR-17-5p","DNAJC27","1","0","0","0","1","0","1","0","3","2"
"MIRT004529","hsa","hsa","hsa-miR-17-5p","FBXO31","1","1","1","0","1","0","1","0","5","3"
"MIRT004588","hsa","hsa","hsa-miR-17-5p","HIF1A","1","1","1","1","1","0","0","0","5","4"
"MIRT004591","hsa","hsa","hsa-miR-17-5p","TGFBR2","1","1","1","1","1","0","1","1","7","11"
"MIRT004681","hsa","hsa","hsa-miR-17-5p","TNFSF12","1","0","0","0","0","0","0","0","1","1"
"MIRT004710","hsa","hsa","hsa-miR-17-5p","MUC17","0","0","1","1","0","0","1","0","3","1"
"MIRT004935","hsa","hsa","hsa-miR-17-5p","BMPR2","1","1","1","0","1","0","1","0","5","4"
"MIRT005287","hsa","hsa","hsa-miR-17-5p","CCND1","1","1","1","0","1","0","1","1","6","16"
"MIRT005288","hsa","hsa","hsa-miR-17-5p","MYC","0","1","0","0","1","0","1","0","3","3"
"MIRT005408","hsa","hsa","hsa-miR-17-5p","NCOA3","1","1","1","0","1","0","1","0","5","5"
"MIRT005626","hsa","hsa","hsa-miR-17-5p","THBS1","0","0","1","1","0","0","1","0","3","2"
"MIRT005629","hsa","hsa","hsa-miR-17-5p","SMAD4","1","0","0","1","1","0","1","1","5","9"
"MIRT005708","hsa","hsa","hsa-miR-17-5p","ICAM1","1","0","0","0","0","0","0","0","1","1"
"MIRT005711","hsa","hsa","hsa-miR-17-5p","SELE","1","0","0","0","0","0","0","0","1","1"
"MIRT005848","hsa","hsa","hsa-miR-17-5p","CCND2","1","0","0","0","1","0","0","0","2","2"
"MIRT005849","hsa","hsa","hsa-miR-17-5p","E2F3","1","0","0","0","1","0","0","0","2","2"
"MIRT005850","hsa","hsa","hsa-miR-17-5p","RB1","1","0","0","0","1","0","0","1","3","3"
"MIRT005851","hsa","hsa","hsa-miR-17-5p","RBL1","1","0","0","0","0","0","1","0","2","2"
