"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT038980","hsa","hsa","hsa-miR-19a-5p","WDR96","0","0","0","0","1","0","0","0","1","1"
"MIRT063864","hsa","hsa","hsa-miR-19a-5p","RASSF8","0","0","0","0","1","0","0","1","2","6"
"MIRT077656","hsa","hsa","hsa-miR-19a-5p","IGF2BP1","0","0","0","0","1","0","0","1","2","2"
"MIRT078461","hsa","hsa","hsa-miR-19a-5p","MAP3K3","0","0","0","0","1","0","0","1","2","2"
"MIRT095248","hsa","hsa","hsa-miR-19a-5p","FAM13B","0","0","0","0","1","0","0","1","2","2"
"MIRT109490","hsa","hsa","hsa-miR-19a-5p","KLHL15","0","0","0","0","1","0","0","1","2","6"
"MIRT155378","hsa","hsa","hsa-miR-19a-5p","CCNT2","0","0","0","0","1","0","0","1","2","2"
"MIRT163208","hsa","hsa","hsa-miR-19a-5p","EDEM1","0","0","0","0","1","0","0","1","2","2"
"MIRT188326","hsa","hsa","hsa-miR-19a-5p","ARID1A","0","0","0","0","1","0","0","1","2","2"
"MIRT204723","hsa","hsa","hsa-miR-19a-5p","BZW1","0","0","0","0","1","0","0","1","2","4"
"MIRT236399","hsa","hsa","hsa-miR-19a-5p","HMGXB4","0","0","0","0","1","0","0","1","2","2"
"MIRT237114","hsa","hsa","hsa-miR-19a-5p","P2RY1","0","0","0","0","1","0","0","1","2","5"
"MIRT286942","hsa","hsa","hsa-miR-19a-5p","SOCS7","0","0","0","0","1","0","0","1","2","2"
"MIRT442523","hsa","hsa","hsa-miR-19a-5p","MOB3B","0","0","0","0","1","0","0","1","2","2"
"MIRT473428","hsa","hsa","hsa-miR-19a-5p","MDM4","0","0","0","0","1","0","0","1","2","2"
"MIRT476783","hsa","hsa","hsa-miR-19a-5p","FOS","0","0","0","0","1","0","0","1","2","2"
"MIRT476942","hsa","hsa","hsa-miR-19a-5p","FAM83G","0","0","0","0","1","0","0","1","2","2"
"MIRT480184","hsa","hsa","hsa-miR-19a-5p","CALM2","0","0","0","0","1","0","0","1","2","6"
"MIRT489620","hsa","hsa","hsa-miR-19a-5p","ZNF384","0","0","0","0","1","0","0","1","2","2"
"MIRT492246","hsa","hsa","hsa-miR-19a-5p","SLC39A9","0","0","0","0","1","0","0","1","2","2"
"MIRT492422","hsa","hsa","hsa-miR-19a-5p","RGL2","0","0","0","0","1","0","0","1","2","2"
"MIRT494860","hsa","hsa","hsa-miR-19a-5p","ZNF99","0","0","0","0","1","0","0","1","2","2"
"MIRT497001","hsa","hsa","hsa-miR-19a-5p","SNAP25","0","0","0","0","1","0","0","1","2","2"
"MIRT501973","hsa","hsa","hsa-miR-19a-5p","MAPK6","0","0","0","0","1","0","0","1","2","2"
"MIRT504917","hsa","hsa","hsa-miR-19a-5p","CD38","0","0","0","0","1","0","0","1","2","4"
"MIRT507019","hsa","hsa","hsa-miR-19a-5p","HMGA2","0","0","0","0","1","0","0","1","2","6"
"MIRT510820","hsa","hsa","hsa-miR-19a-5p","SBNO1","0","0","0","0","1","0","0","1","2","4"
"MIRT514166","hsa","hsa","hsa-miR-19a-5p","PGPEP1","0","0","0","0","1","0","0","1","2","2"
"MIRT514328","hsa","hsa","hsa-miR-19a-5p","PSMG2","0","0","0","0","1","0","0","1","2","4"
"MIRT514429","hsa","hsa","hsa-miR-19a-5p","SLC38A7","0","0","0","0","1","0","0","1","2","2"
"MIRT514537","hsa","hsa","hsa-miR-19a-5p","ESR2","0","0","0","0","1","0","0","1","2","2"
"MIRT516117","hsa","hsa","hsa-miR-19a-5p","SRPX2","0","0","0","0","1","0","0","1","2","4"
"MIRT517759","hsa","hsa","hsa-miR-19a-5p","ZNF366","0","0","0","0","1","0","0","1","2","4"
"MIRT518495","hsa","hsa","hsa-miR-19a-5p","FAM161B","0","0","0","0","1","0","0","1","2","4"
"MIRT518512","hsa","hsa","hsa-miR-19a-5p","CASP10","0","0","0","0","1","0","0","1","2","2"
"MIRT518561","hsa","hsa","hsa-miR-19a-5p","GDPD1","0","0","0","0","1","0","0","1","2","2"
"MIRT518641","hsa","hsa","hsa-miR-19a-5p","NOM1","0","0","0","0","1","0","0","1","2","2"
"MIRT518729","hsa","hsa","hsa-miR-19a-5p","ABCG8","0","0","0","0","1","0","0","1","2","2"
"MIRT523565","hsa","hsa","hsa-miR-19a-5p","GGCX","0","0","0","0","1","0","0","1","2","4"
"MIRT526523","hsa","hsa","hsa-miR-19a-5p","YIPF6","0","0","0","0","1","0","0","1","2","2"
"MIRT530254","hsa","hsa","hsa-miR-19a-5p","ZNF620","0","0","0","0","1","0","0","1","2","2"
"MIRT531658","hsa","hsa","hsa-miR-19a-5p","ZFP14","0","0","0","0","1","0","0","1","2","2"
"MIRT532699","hsa","hsa","hsa-miR-19a-5p","TCN2","0","0","0","0","1","0","0","1","2","4"
"MIRT534019","hsa","hsa","hsa-miR-19a-5p","STXBP4","0","0","0","0","1","0","0","1","2","2"
"MIRT535748","hsa","hsa","hsa-miR-19a-5p","MYO10","0","0","0","0","1","0","0","1","2","4"
"MIRT544509","hsa","hsa","hsa-miR-19a-5p","GTF2E2","0","0","0","0","1","0","0","1","2","2"
"MIRT546758","hsa","hsa","hsa-miR-19a-5p","RLIM","0","0","0","0","1","0","0","1","2","2"
"MIRT547929","hsa","hsa","hsa-miR-19a-5p","HNRNPR","0","0","0","0","1","0","0","1","2","2"
"MIRT550130","hsa","hsa","hsa-miR-19a-5p","ZNF138","0","0","0","0","1","0","0","1","2","2"
"MIRT551763","hsa","hsa","hsa-miR-19a-5p","MED21","0","0","0","0","1","0","0","1","2","2"
"MIRT557727","hsa","hsa","hsa-miR-19a-5p","FYCO1","0","0","0","0","1","0","0","1","2","2"
"MIRT558924","hsa","hsa","hsa-miR-19a-5p","CBX1","0","0","0","0","1","0","0","1","2","2"
"MIRT562466","hsa","hsa","hsa-miR-19a-5p","CORO1C","0","0","0","0","1","0","0","1","2","2"
"MIRT562759","hsa","hsa","hsa-miR-19a-5p","ZNF846","0","0","0","0","1","0","0","1","2","2"
"MIRT563061","hsa","hsa","hsa-miR-19a-5p","ZNF28","0","0","0","0","1","0","0","1","2","2"
"MIRT563336","hsa","hsa","hsa-miR-19a-5p","RPLP0","0","0","0","0","1","0","0","1","2","2"
"MIRT569170","hsa","hsa","hsa-miR-19a-5p","DMD","0","0","0","0","1","0","0","1","2","2"
"MIRT573256","hsa","hsa","hsa-miR-19a-5p","TNFAIP6","0","0","0","0","1","0","0","1","2","2"
"MIRT575057","mmu","mmu","hsa-miR-19a-5p","P2ry1","0","0","0","0","1","0","0","1","2","4"
"MIRT575360","mmu","mmu","hsa-miR-19a-5p","Zxda","0","0","0","0","1","0","0","1","2","2"
"MIRT613233","hsa","hsa","hsa-miR-19a-5p","CCDC39","0","0","0","0","1","0","0","1","2","2"
"MIRT613347","hsa","hsa","hsa-miR-19a-5p","ADRBK2","0","0","0","0","1","0","0","1","2","6"
"MIRT613952","hsa","hsa","hsa-miR-19a-5p","TMEM59","0","0","0","0","1","0","0","1","2","2"
"MIRT615488","hsa","hsa","hsa-miR-19a-5p","EDN1","0","0","0","0","1","0","0","1","2","2"
"MIRT618710","hsa","hsa","hsa-miR-19a-5p","ESD","0","0","0","0","1","0","0","1","2","2"
"MIRT630609","hsa","hsa","hsa-miR-19a-5p","ARHGAP1","0","0","0","0","1","0","0","1","2","2"
"MIRT630619","hsa","hsa","hsa-miR-19a-5p","CXCR6","0","0","0","0","1","0","0","1","2","2"
"MIRT630631","hsa","hsa","hsa-miR-19a-5p","IMPAD1","0","0","0","0","1","0","0","1","2","2"
"MIRT630674","hsa","hsa","hsa-miR-19a-5p","KLF7","0","0","0","0","1","0","0","1","2","2"
"MIRT630746","hsa","hsa","hsa-miR-19a-5p","COG6","0","0","0","0","1","0","0","1","2","2"
"MIRT636853","hsa","hsa","hsa-miR-19a-5p","ZSCAN2","0","0","0","0","1","0","0","1","2","2"
"MIRT638642","hsa","hsa","hsa-miR-19a-5p","GPATCH8","0","0","0","0","1","0","0","1","2","2"
"MIRT639106","hsa","hsa","hsa-miR-19a-5p","MMAB","0","0","0","0","1","0","0","1","2","2"
"MIRT639422","hsa","hsa","hsa-miR-19a-5p","PKP1","0","0","0","0","1","0","0","1","2","2"
"MIRT640187","hsa","hsa","hsa-miR-19a-5p","ABCC12","0","0","0","0","1","0","0","1","2","2"
"MIRT641757","hsa","hsa","hsa-miR-19a-5p","SF3A1","0","0","0","0","1","0","0","1","2","2"
"MIRT666577","hsa","hsa","hsa-miR-19a-5p","RHOBTB3","0","0","0","0","1","0","0","1","2","2"
"MIRT672166","hsa","hsa","hsa-miR-19a-5p","FANCF","0","0","0","0","1","0","0","1","2","2"
"MIRT688345","hsa","hsa","hsa-miR-19a-5p","ETS1","0","0","0","0","1","0","0","1","2","2"
"MIRT690120","hsa","hsa","hsa-miR-19a-5p","ZFAND1","0","0","0","0","1","0","0","1","2","2"
"MIRT696939","hsa","hsa","hsa-miR-19a-5p","CERK","0","0","0","0","1","0","0","1","2","2"
"MIRT701361","hsa","hsa","hsa-miR-19a-5p","NR4A3","0","0","0","0","1","0","0","1","2","2"
"MIRT703288","hsa","hsa","hsa-miR-19a-5p","GID4","0","0","0","0","1","0","0","1","2","2"
"MIRT709146","hsa","hsa","hsa-miR-19a-5p","ZNF799","0","0","0","0","1","0","0","1","2","2"
"MIRT710848","hsa","hsa","hsa-miR-19a-5p","FAM210A","0","0","0","0","1","0","0","1","2","2"
"MIRT712621","hsa","hsa","hsa-miR-19a-5p","GTF2H5","0","0","0","0","1","0","0","1","2","2"
"MIRT714591","hsa","hsa","hsa-miR-19a-5p","CMBL","0","0","0","0","1","0","0","1","2","2"
"MIRT716909","hsa","hsa","hsa-miR-19a-5p","CACNB2","0","0","0","0","1","0","0","1","2","2"
"MIRT721165","hsa","hsa","hsa-miR-19a-5p","FAM200B","0","0","0","0","1","0","0","1","2","2"
"MIRT722404","hsa","hsa","hsa-miR-19a-5p","BCAS2","0","0","0","0","1","0","0","1","2","2"
"MIRT722517","hsa","hsa","hsa-miR-19a-5p","DSTYK","0","0","0","0","1","0","0","1","2","2"
"MIRT724599","hsa","hsa","hsa-miR-19a-5p","AP3B1","0","0","0","0","1","0","0","1","2","2"
"MIRT754405","hsa","hsa","hsa-miR-19a-5p","IFT22","0","0","0","0","0","0","0","1","1","1"
"MIRT754669","hsa","hsa","hsa-miR-19a-5p","RITA1","0","0","0","0","0","0","0","1","1","1"
"MIRT754687","hsa","hsa","hsa-miR-19a-5p","NEMP2","0","0","0","0","0","0","0","1","1","1"
