"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT005808","hsa","hsa","hsa-miR-155-3p","IRAK3","1","1","1","1","0","0","0","0","4","1"
"MIRT082844","hsa","hsa","hsa-miR-155-3p","ZNF460","0","0","0","0","1","0","0","1","2","4"
"MIRT256047","hsa","hsa","hsa-miR-155-3p","UBE2K","0","0","0","0","1","0","0","1","2","4"
"MIRT437787","hsa","hsa","hsa-miR-155-3p","PTEN","1","0","1","0","0","0","0","0","2","1"
"MIRT456168","hsa","hsa","hsa-miR-155-3p","ZDHHC6","0","0","0","0","1","0","0","1","2","2"
"MIRT464916","hsa","hsa","hsa-miR-155-3p","TXNIP","0","0","0","0","1","0","0","1","2","4"
"MIRT475559","hsa","hsa","hsa-miR-155-3p","HNRNPF","0","0","0","0","1","0","0","1","2","2"
"MIRT499608","hsa","hsa","hsa-miR-155-3p","DNAJA1","0","0","0","0","1","0","0","1","2","8"
"MIRT504220","hsa","hsa","hsa-miR-155-3p","MYO6","0","0","0","0","1","0","0","1","2","4"
"MIRT504256","hsa","hsa","hsa-miR-155-3p","C1orf147","0","0","0","0","1","0","0","1","2","4"
"MIRT507642","hsa","hsa","hsa-miR-155-3p","CREBRF","0","0","0","0","1","0","0","1","2","2"
"MIRT522858","hsa","hsa","hsa-miR-155-3p","KIAA1551","0","0","0","0","1","0","0","1","2","2"
"MIRT527505","hsa","hsa","hsa-miR-155-3p","MYD88","1","1","1","0","1","0","0","1","5","2"
"MIRT530713","hsa","hsa","hsa-miR-155-3p","ORMDL3","0","0","0","0","1","0","0","1","2","2"
"MIRT532851","hsa","hsa","hsa-miR-155-3p","ZNF699","0","0","0","0","1","0","0","1","2","2"
"MIRT535952","hsa","hsa","hsa-miR-155-3p","MIA3","0","0","0","0","1","0","0","1","2","2"
"MIRT539041","hsa","hsa","hsa-miR-155-3p","ATXN1L","0","0","0","0","1","0","0","1","2","4"
"MIRT556391","hsa","hsa","hsa-miR-155-3p","LUC7L","0","0","0","0","1","0","0","1","2","2"
"MIRT558617","hsa","hsa","hsa-miR-155-3p","CNOT6L","0","0","0","0","1","0","0","1","2","2"
"MIRT559869","hsa","hsa","hsa-miR-155-3p","ATXN3","0","0","0","0","1","0","0","1","2","2"
"MIRT569208","hsa","hsa","hsa-miR-155-3p","SHC3","0","0","0","0","1","0","0","1","2","2"
"MIRT573122","hsa","hsa","hsa-miR-155-3p","C18orf25","0","0","0","0","1","0","0","1","2","2"
"MIRT575076","mmu","mmu","hsa-miR-155-3p","Ddit4","0","0","0","0","1","0","0","1","2","2"
"MIRT607597","hsa","hsa","hsa-miR-155-3p","ABCF3","0","0","0","0","1","0","0","1","2","6"
"MIRT609386","hsa","hsa","hsa-miR-155-3p","PHEX","0","0","0","0","1","0","0","1","2","2"
"MIRT610550","hsa","hsa","hsa-miR-155-3p","MDN1","0","0","0","0","1","0","0","1","2","2"
"MIRT612390","hsa","hsa","hsa-miR-155-3p","TCF7L2","0","0","0","0","1","0","0","1","2","2"
"MIRT612910","hsa","hsa","hsa-miR-155-3p","GTDC1","0","0","0","0","1","0","0","1","2","6"
"MIRT613314","hsa","hsa","hsa-miR-155-3p","ARL5C","0","0","0","0","1","0","0","1","2","2"
"MIRT613356","hsa","hsa","hsa-miR-155-3p","ADAMTS5","0","0","0","0","1","0","0","1","2","4"
"MIRT613541","hsa","hsa","hsa-miR-155-3p","CLMP","0","0","0","0","1","0","0","1","2","2"
"MIRT617029","hsa","hsa","hsa-miR-155-3p","SYT6","0","0","0","0","1","0","0","1","2","2"
"MIRT618044","hsa","hsa","hsa-miR-155-3p","MRVI1","0","0","0","0","1","0","0","1","2","2"
"MIRT619307","hsa","hsa","hsa-miR-155-3p","KIRREL","0","0","0","0","1","0","0","1","2","2"
"MIRT623209","hsa","hsa","hsa-miR-155-3p","MTFR1L","0","0","0","0","1","0","0","1","2","2"
