"miRNA ID","miRNA Name","Target Gene IDs","Target Gene Names"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000017427","IGF1"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000026103","FAS"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000048392","RRM2B"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000064012","CASP8"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000099860","GADD45B"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000103197","TSC2"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000104689","TNFRSF10A"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000105810","CDK6"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000106366","SERPINE1"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000110092","CCND1"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000112378","PERP"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000113328","CCNG1"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000116717","GADD45A"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000120868","APAF1"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000120889","TNFRSF10B"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000123374","CDK2"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000124762","CDKN1A"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000130222","GADD45G"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000134574","DDB2"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000135446","CDK4"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000135679","MDM2"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000137801","THBS1"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000141510","TP53"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000141682","PMAIP1"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000146674","IGFBP3"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000147889","CDKN2A"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000170312","CDK1"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000170836","PPM1D"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000171791","BCL2"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000171848","RRM2"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000175305","CCNE2"
"MIMAT0000646","hsa-miR-155-5p","ENSG00000206075","SERPINB5"
