"miRNA ID","miRNA Name","Target Gene IDs","Target Gene Names"
"MIMAT0000278","hsa-miR-221-3p","ENSG00000105810","CDK6"
"MIMAT0000278","hsa-miR-221-3p","ENSG00000110092","CCND1"
"MIMAT0000278","hsa-miR-221-3p","ENSG00000118971","CCND2"
"MIMAT0000278","hsa-miR-221-3p","ENSG00000120868","APAF1"
"MIMAT0000278","hsa-miR-221-3p","ENSG00000130766","SESN2"
"MIMAT0000278","hsa-miR-221-3p","ENSG00000135679","MDM2"
"MIMAT0000278","hsa-miR-221-3p","ENSG00000137801","THBS1"
"MIMAT0000278","hsa-miR-221-3p","ENSG00000149212","SESN3"
"MIMAT0000278","hsa-miR-221-3p","ENSG00000163743","RCHY1"
"MIMAT0000278","hsa-miR-221-3p","ENSG00000164305","CASP3"
"MIMAT0000278","hsa-miR-221-3p","ENSG00000170312","CDK1"
"MIMAT0000278","hsa-miR-221-3p","ENSG00000171862","PTEN"
