"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT004020","hsa","hsa","hsa-miR-17-3p","ICAM1","0","1","1","0","0","0","1","0","3","1"
"MIRT005028","hsa","hsa","hsa-miR-17-3p","VIM","1","1","1","0","1","0","1","0","5","4"
"MIRT005712","hsa","hsa","hsa-miR-17-3p","SELE","1","0","0","0","0","0","0","0","1","1"
"MIRT005745","hsa","hsa","hsa-miR-17-3p","SOD2","1","1","0","0","0","0","1","0","3","1"
"MIRT005746","hsa","hsa","hsa-miR-17-3p","GPX2","1","1","0","0","0","0","1","0","3","1"
"MIRT005748","hsa","hsa","hsa-miR-17-3p","TXNRD2","1","1","0","0","0","0","1","0","3","1"
"MIRT035525","hsa","hsa","hsa-miR-17-3p","GALNT7","1","0","0","0","0","0","0","0","1","1"
"MIRT050740","hsa","hsa","hsa-miR-17-3p","POLR2A","0","0","0","0","1","0","0","0","1","1"
"MIRT050741","hsa","hsa","hsa-miR-17-3p","GRPR","0","0","0","0","1","0","0","0","1","1"
"MIRT050742","hsa","hsa","hsa-miR-17-3p","WDR59","0","0","0","0","1","0","0","0","1","1"
"MIRT050743","hsa","hsa","hsa-miR-17-3p","P2RX6","0","0","0","0","1","0","0","0","1","1"
"MIRT050744","hsa","hsa","hsa-miR-17-3p","KPNA2","0","0","0","0","1","0","0","0","1","1"
"MIRT050745","hsa","hsa","hsa-miR-17-3p","FSCN1","0","0","0","0","1","0","0","0","1","1"
"MIRT050746","hsa","hsa","hsa-miR-17-3p","RBM5","0","0","0","0","1","0","0","0","1","1"
"MIRT050747","hsa","hsa","hsa-miR-17-3p","SRCAP","0","0","0","0","1","0","0","0","1","1"
"MIRT050748","hsa","hsa","hsa-miR-17-3p","ABCB7","0","0","0","0","1","0","0","0","1","1"
"MIRT050749","hsa","hsa","hsa-miR-17-3p","FAT2","0","0","0","0","1","0","0","0","1","1"
"MIRT050750","hsa","hsa","hsa-miR-17-3p","HBP1","0","0","0","0","1","0","0","1","2","3"
"MIRT050751","hsa","hsa","hsa-miR-17-3p","GAPDH","0","0","0","0","1","0","0","0","1","1"
"MIRT050752","hsa","hsa","hsa-miR-17-3p","DVL3","0","0","0","0","1","0","0","0","1","1"
"MIRT050753","hsa","hsa","hsa-miR-17-3p","ATAD2","0","0","0","0","1","0","0","0","1","1"
"MIRT050754","hsa","hsa","hsa-miR-17-3p","CCNG1","0","0","0","0","1","0","0","0","1","1"
"MIRT050755","hsa","hsa","hsa-miR-17-3p","RPL36A","0","0","0","0","1","0","0","0","1","1"
"MIRT050756","hsa","hsa","hsa-miR-17-3p","PRKCA","0","0","0","0","1","0","0","0","1","1"
"MIRT050757","hsa","hsa","hsa-miR-17-3p","UNK","0","0","0","0","1","0","0","0","1","1"
