"miRNA ID","miRNA Name","Target Gene IDs","Target Gene Names"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000050748","MAPK9"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000055208","TAB2"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000071242","RPS6KA2"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000072133","RPS6KA6"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000072736","NFATC3"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000073803","MAP3K13"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000081189","MEF2C"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000087095","NLK"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000091436","MAP3K20"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000099875","MKNK2"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000100030","MAPK1"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000100485","SOS2"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000100614","PPM1A"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000100784","RPS6KA5"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000107643","MAPK8"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000107968","MAP3K8"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000112715","VEGFA"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000115966","ATF2"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000117020","AKT3"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000120875","DUSP4"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000126803","HSPA2"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000127314","RAP1B"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000135090","TAOK3"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000136238","RAC1"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000136997","MYC"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000138675","FGF5"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000138814","PPP3CA"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000139625","MAP3K12"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000140443","IGF1R"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000141510","TP53"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000142208","AKT1"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000142875","PRKACB"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000143590","EFNA3"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000145715","RASA1"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000146535","GNA12"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000149930","TAOK2"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000155903","RASA2"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000156711","MAPK13"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000157404","KIT"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000157764","BRAF"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000158050","DUSP2"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000158711","ELK4"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000160551","TAOK1"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000163513","TGFBR2"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000166484","MAPK7"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000167193","CRK"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000169967","MAP3K2"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000170345","FOS"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000172380","GNG12"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000173327","MAP3K11"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000177189","RPS6KA3"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000177606","JUN"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000177885","GRB2"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000180370","PAK2"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000184371","CSF1"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000184545","DUSP8"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000196712","NF1"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000197442","MAP3K5"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000204388","HSPA1B"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000213281","NRAS"
"MIMAT0000070","hsa-miR-17-5p","ENSG00000221823","PPP3R1"
