"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT001794","hsa","hsa","hsa-miR-19a-3p","HOXA5","1","0","0","0","0","0","1","0","2","2"
"MIRT001795","hsa","hsa","hsa-miR-19a-3p","MECP2","1","0","0","1","1","0","1","1","5","5"
"MIRT002958","hsa","hsa","hsa-miR-19a-3p","PTEN","1","1","1","0","1","0","1","0","5","10"
"MIRT003214","hsa","hsa","hsa-miR-19a-3p","ESR1","1","1","1","0","0","0","1","0","4","2"
"MIRT003426","hsa","hsa","hsa-miR-19a-3p","CCND1","1","1","1","1","0","0","1","0","5","3"
"MIRT003533","hsa","hsa","hsa-miR-19a-3p","ERBB4","1","0","0","1","0","0","1","0","3","3"
"MIRT003536","hsa","hsa","hsa-miR-19a-3p","NR4A2","1","0","0","1","0","0","1","0","3","3"
"MIRT003781","hsa","hsa","hsa-miR-19a-3p","ATXN1","1","1","1","0","1","0","1","0","5","4"
"MIRT004334","hsa","hsa","hsa-miR-19a-3p","KAT2B","1","1","0","0","0","0","1","0","3","2"
"MIRT004337","hsa","hsa","hsa-miR-19a-3p","SOCS1","1","1","1","0","1","0","1","1","6","9"
"MIRT004350","hsa","hsa","hsa-miR-19a-3p","PRMT5","0","1","0","0","0","0","1","0","2","2"
"MIRT004452","hsa","hsa","hsa-miR-19a-3p","BCL2L11","1","0","0","0","0","0","1","0","2","5"
"MIRT004589","hsa","hsa","hsa-miR-19a-3p","HIF1A","0","0","0","0","0","0","0","0","0","1"
"MIRT004593","hsa","hsa","hsa-miR-19a-3p","TGFBR2","1","1","1","1","1","0","1","1","7","14"
"MIRT004934","hsa","hsa","hsa-miR-19a-3p","BMPR2","1","1","1","0","1","0","1","0","5","5"
"MIRT005396","hsa","hsa","hsa-miR-19a-3p","ARIH2","0","0","1","0","0","0","1","0","2","2"
"MIRT005630","hsa","hsa","hsa-miR-19a-3p","SMAD4","1","0","0","1","1","0","1","1","5","10"
"MIRT006179","hsa","hsa","hsa-miR-19a-3p","KIT","1","1","1","1","0","0","0","0","4","1"
"MIRT006475","hsa","hsa","hsa-miR-19a-3p","CUL5","0","1","1","0","0","0","0","0","2","1"
"MIRT006646","hsa","hsa","hsa-miR-19a-3p","TLR2","1","1","1","0","0","0","0","0","3","1"
"MIRT006787","hsa","hsa","hsa-miR-19a-3p","TNF","1","1","1","0","0","0","0","0","3","2"
"MIRT007118","hsa","hsa","hsa-miR-19a-3p","SUZ12","1","0","0","0","1","0","0","0","2","2"
"MIRT007119","hsa","hsa","hsa-miR-19a-3p","RAB13","1","0","0","0","0","0","0","0","1","1"
"MIRT007120","hsa","hsa","hsa-miR-19a-3p","MSMO1","1","0","0","0","1","0","0","1","3","4"
"MIRT007121","hsa","hsa","hsa-miR-19a-3p","ABCA1","1","0","0","0","0","0","0","0","1","1"
"MIRT007122","hsa","hsa","hsa-miR-19a-3p","PSAP","1","0","0","0","1","0","0","0","2","2"
"MIRT031304","hsa","hsa","hsa-miR-19a-3p","THBS1","0","0","0","0","1","0","1","1","3","3"
"MIRT031305","hsa","hsa","hsa-miR-19a-3p","CTGF","0","0","0","0","0","0","1","0","1","1"
"MIRT031306","hsa","hsa","hsa-miR-19a-3p","DPYSL2","1","0","0","0","0","0","0","0","1","1"
